"date","hour","tmean"
"20200711","07","  16.7"
"20200711","08","  18.0"
"20200711","09","  19.5"
"20200711","10","  21.5"
"20200711","11","  22.3"
"20200711","12","  23.1"
"20200711","13","  22.9"
"20200711","14","  23.0"
"20200711","15","  23.3"
"20200711","16","  23.4"
"20200711","17","  23.0"
"20200711","18","  22.3"
"20200711","19","  20.9"
"20200711","20","  18.0"
"20200711","21","  16.9"
"20200711","22","  14.0"
"20200711","23","  11.7"
"20200712","00","  11.5"
"20200712","01","  10.8"
"20200712","02","  10.4"
"20200712","03","  10.5"
"20200712","04","   9.6"
"20200712","05","  10.9"
"20200712","06","  12.8"
"20200712","07","  15.6"
"20200712","08","  18.5"
"20200712","09","  21.9"
"20200712","10","  23.1"
"20200712","11","  24.3"
"20200712","12","  25.2"
"20200712","13","  25.8"
"20200712","14","  26.4"
"20200712","15","  26.4"
"20200712","16","  26.5"
"20200712","17","  26.1"
"20200712","18","  25.4"
"20200712","19","  24.5"
"20200712","20","  23.0"
"20200712","21","  21.4"
"20200712","22","  21.4"
"20200712","23","  20.5"
"20200713","00","  20.3"
"20200713","01","  18.4"
"20200713","02","  15.1"
"20200713","03","  13.8"
"20200713","04","  11.1"
"20200713","05","  12.8"
"20200713","06","  14.3"
"20200713","07","  17.4"
"20200713","08","  19.9"
"20200713","09","  22.6"
"20200713","10","  23.3"
"20200713","11","  24.5"
"20200713","12","  25.7"
"20200713","13","  26.7"
"20200713","14","  26.2"
"20200713","15","  26.1"
"20200713","16","  26.5"
"20200713","17","  26.1"
"20200713","18","  25.4"
"20200713","19","  24.1"
"20200713","20","  22.2"
"20200713","21","  19.5"
"20200713","22","  16.7"
"20200713","23","  14.8"
"20200714","00","  14.1"
"20200714","01","  12.7"
"20200714","02","  12.7"
"20200714","03","  12.3"
"20200714","04","  11.5"
"20200714","05","  13.9"
"20200714","06","  17.4"
"20200714","07","  20.4"
"20200714","08","  22.5"
"20200714","09","  23.7"
"20200714","10","  25.1"
"20200714","11","  26.5"
"20200714","12","  26.4"
"20200714","13","  26.6"
"20200714","14","  26.9"
"20200714","15","  27.2"
"20200714","16","  26.6"
"20200714","17","  26.2"
"20200714","18","  25.4"
"20200714","19","  23.7"
"20200714","20","  22.9"
"20200714","21","  21.3"
"20200714","22","  20.4"
"20200714","23","  19.4"
"20200715","00","  19.1"
"20200715","01","  18.6"
"20200715","02","  17.7"
"20200715","03","  17.4"
"20200715","04","  16.1"
"20200715","05","  15.9"
"20200715","06","  15.7"
"20200715","07","  16.5"
"20200715","08","  16.8"
"20200715","09","  16.0"
"20200715","10","  16.6"
"20200715","11","  16.7"
"20200715","12","  16.4"
"20200715","13","  18.5"
"20200715","14","  19.9"
"20200715","15","  19.9"
"20200715","16","  19.9"
"20200715","17","  15.8"
"20200715","18","  16.3"
"20200715","19","  16.2"
"20200715","20","  16.0"
"20200715","21","  16.4"
"20200715","22","  16.3"
"20200715","23","  15.2"
"20200716","00","  16.3"
"20200716","01","  16.3"
"20200716","02","  15.3"
"20200716","03","  15.6"
"20200716","04","  15.4"
"20200716","05","  15.5"
"20200716","06","  16.4"
"20200716","07","  16.5"
"20200716","08","  16.5"
"20200716","09","  16.9"
"20200716","10","  17.3"
"20200716","11","  17.7"
"20200716","12","  17.4"
"20200716","13","  17.3"
"20200716","14","  17.3"
"20200716","15","  16.8"
"20200716","16","  16.2"
"20200716","17","  16.5"
"20200716","18","  16.4"
"20200716","19","  16.5"
"20200716","20","  16.2"
"20200716","21","  15.7"
"20200716","22","  15.5"
"20200716","23","  15.3"
"20200717","00","  15.6"
"20200717","01","  15.5"
"20200717","02","  15.5"
"20200717","03","  15.5"
"20200717","04","  15.3"
"20200717","05","  15.3"
"20200717","06","  15.2"
"20200717","07","  15.5"
"20200717","08","  16.1"
"20200717","09","  16.2"
"20200717","10","  17.5"
"20200717","11","  17.3"
"20200717","12","  18.6"
"20200717","13","  20.1"
"20200717","14","  21.4"
"20200717","15","  20.9"
"20200717","16","  21.6"
"20200717","17","  21.3"
"20200717","18","  21.1"
"20200717","19","  20.4"
"20200717","20","  19.0"
"20200717","21","  18.4"
"20200717","22","  15.1"
"20200717","23","  14.6"
"20200718","00","  14.5"
"20200718","01","  13.6"
"20200718","02","  12.6"
"20200718","03","  11.4"
"20200718","04","  11.5"
"20200718","05","  11.9"
"20200718","06","  15.7"
"20200718","07","  17.6"
"20200718","08","  20.6"
"20200718","09","  21.8"
"20200718","10","  23.0"
"20200718","11","  22.9"
"20200718","12","  24.7"
"20200718","13","  25.7"
"20200718","14","  26.0"
"20200718","15","  26.4"
"20200718","16","  26.1"
"20200718","17","  25.2"
"20200718","18","  24.8"
"20200718","19","  22.9"
"20200718","20","  20.4"
"20200718","21","  17.4"
"20200718","22","  15.0"
"20200718","23","  14.9"
"20200719","00","  14.6"
"20200719","01","  13.6"
"20200719","02","  13.3"
"20200719","03","  11.9"
"20200719","04","  10.8"
"20200719","05","  12.8"
"20200719","06","  16.4"
"20200719","07","  18.8"
"20200719","08","  21.1"
"20200719","09","  23.1"
"20200719","10","  24.9"
"20200719","11","  25.8"
"20200719","12","  26.9"
"20200719","13","  27.9"
"20200719","14","  28.2"
"20200719","15","  28.5"
"20200719","16","  28.2"
"20200719","17","  27.6"
"20200719","18","  27.4"
"20200719","19","  24.6"
"20200719","20","  21.0"
"20200719","21","  18.7"
"20200719","22","  17.4"
"20200719","23","  16.9"
"20200720","00","  14.9"
"20200720","01","  15.4"
"20200720","02","  14.2"
"20200720","03","  13.4"
"20200720","04","  13.3"
"20200720","05","  13.4"
"20200720","06","  17.2"
"20200720","07","  19.5"
"20200720","08","  23.0"
"20200720","09","  25.0"
"20200720","10","  27.4"
"20200720","11","  29.3"
"20200720","12","  30.0"
"20200720","13","  30.5"
"20200720","14","  31.4"
"20200720","15","  31.7"
"20200720","16","  30.8"
"20200720","17","  30.7"
"20200720","18","  30.0"
"20200720","19","  26.9"
"20200720","20","  23.7"
"20200720","21","  22.6"
"20200720","22","  21.0"
"20200720","23","  20.5"
"20200721","00","  18.3"
"20200721","01","  17.8"
"20200721","02","  17.5"
"20200721","03","  16.0"
"20200721","04","  15.5"
"20200721","05","  16.5"
"20200721","06","  17.3"
"20200721","07","  17.8"
"20200721","08","  18.7"
"20200721","09","  20.9"
"20200721","10","  22.3"
"20200721","11","  24.5"
"20200721","12","  24.9"
"20200721","13","  26.9"
"20200721","14","  27.0"
"20200721","15","  28.1"
"20200721","16","  27.3"
"20200721","17","  27.6"
"20200721","18","  26.3"
"20200721","19","  24.4"
"20200721","20","  22.5"
"20200721","21","  21.6"
"20200721","22","  19.6"
"20200721","23","  19.6"
"20200722","00","  18.8"
"20200722","01","  17.4"
"20200722","02","  15.6"
"20200722","03","  15.5"
"20200722","04","  15.1"
"20200722","05","  15.0"
"20200722","06","  15.7"
"20200722","07","  17.7"
"20200722","08","  20.4"
"20200722","09","  21.1"
"20200722","10","  22.1"
"20200722","11","  24.8"
"20200722","12","  25.3"
"20200722","13","  26.9"
"20200722","14","  27.6"
"20200722","15","  27.8"
"20200722","16","  28.6"
"20200722","17","  28.2"
"20200722","18","  26.9"
"20200722","19","  25.2"
"20200722","20","  21.6"
"20200722","21","  19.1"
"20200722","22","  17.7"
"20200722","23","  17.5"
"20200723","00","  16.3"
"20200723","01","  15.4"
"20200723","02","  15.1"
"20200723","03","  13.8"
"20200723","04","  13.8"
"20200723","05","  13.7"
"20200723","06","  16.4"
"20200723","07","  17.9"
"20200723","08","  20.6"
"20200723","09","  21.3"
"20200723","10","  23.4"
"20200723","11","  24.5"
"20200723","12","  26.0"
"20200723","13","  26.9"
"20200723","14","  27.3"
"20200723","15","  27.4"
"20200723","16","  28.0"
"20200723","17","  27.3"
"20200723","18","  26.1"
"20200723","19","  24.1"
"20200723","20","  21.4"
"20200723","21","  20.6"
"20200723","22","  18.1"
"20200723","23","  16.5"
"20200724","00","  17.1"
"20200724","01","  16.6"
"20200724","02","  16.3"
"20200724","03","  16.3"
"20200724","04","  16.7"
"20200724","05","  16.9"
"20200724","06","  18.0"
"20200724","07","  19.0"
"20200724","08","  21.2"
"20200724","09","  21.2"
"20200724","10","  23.3"
"20200724","11","  25.2"
"20200724","12","  25.9"
"20200724","13","  26.4"
"20200724","14","  25.4"
"20200724","15","  25.6"
"20200724","16","  23.2"
"20200724","17","  23.9"
"20200724","18","  22.8"
"20200724","19","  21.6"
"20200724","20","  20.1"
"20200724","21","  17.6"
"20200724","22","  16.1"
"20200724","23","  15.4"
"20200725","00","  15.8"
"20200725","01","  17.6"
"20200725","02","  16.0"
"20200725","03","  14.3"
"20200725","04","  13.5"
"20200725","05","  14.3"
"20200725","06","  17.9"
"20200725","07","  20.7"
"20200725","08","  23.5"
"20200725","09","  23.8"
"20200725","10","  26.0"
"20200725","11","  27.4"
"20200725","12","  26.8"
"20200725","13","  27.6"
"20200725","14","  29.0"
"20200725","15","  28.5"
"20200725","16","  28.9"
"20200725","17","  28.5"
"20200725","18","  28.3"
"20200725","19","  27.2"
"20200725","20","  24.6"
"20200725","21","  24.1"
"20200725","22","  23.3"
"20200725","23","  23.0"
"20200726","00","  23.0"
"20200726","01","  23.5"
"20200726","02","  20.4"
"20200726","03","  19.7"
"20200726","04","  18.1"
"20200726","05","  18.1"
"20200726","06","  18.8"
"20200726","07","  20.4"
"20200726","08","  22.2"
"20200726","09","  22.9"
"20200726","10","  24.9"
"20200726","11","  24.7"
"20200726","12","  25.7"
"20200726","13","  26.3"
"20200726","14","  26.0"
"20200726","15","  22.4"
"20200726","16","  19.7"
"20200726","17","  21.0"
"20200726","18","  21.0"
"20200726","19","  20.3"
"20200726","20","  18.9"
"20200726","21","  17.9"
"20200726","22","  16.7"
"20200726","23","  15.9"
"20200727","00","  15.2"
"20200727","01","  14.0"
"20200727","02","  13.9"
"20200727","03","  13.9"
"20200727","04","  13.4"
"20200727","05","  14.7"
"20200727","06","  18.2"
"20200727","07","  20.8"
"20200727","08","  22.8"
"20200727","09","  25.5"
"20200727","10","  27.2"
"20200727","11","  29.1"
"20200727","12","  29.4"
"20200727","13","  30.5"
"20200727","14","  31.3"
"20200727","15","  32.4"
"20200727","16","  32.2"
"20200727","17","  32.5"
"20200727","18","  32.0"
"20200727","19","  30.7"
"20200727","20","  28.0"
"20200727","21","  26.2"
"20200727","22","  25.2"
"20200727","23","  24.7"
"20200728","00","  21.9"
"20200728","01","  20.4"
"20200728","02","  18.8"
"20200728","03","  18.4"
"20200728","04","  25.2"
"20200728","05","  25.6"
"20200728","06","  25.2"
"20200728","07","  25.9"
"20200728","08","  27.1"
"20200728","09","  27.1"
"20200728","10","  26.7"
"20200728","11","  27.2"
"20200728","12","  27.3"
"20200728","13","  27.8"
"20200728","14","  28.4"
"20200728","15","  28.5"
"20200728","16","  29.6"
"20200728","17","  29.0"
"20200728","18","  27.4"
"20200728","19","  25.3"
"20200728","20","  23.1"
"20200728","21","  22.0"
"20200728","22","  20.5"
"20200728","23","  19.8"
"20200729","00","  19.1"
"20200729","01","  18.0"
"20200729","02","  16.6"
"20200729","03","  13.7"
"20200729","04","  15.4"
"20200729","05","  14.6"
"20200729","06","  17.2"
"20200729","07","  19.6"
"20200729","08","  21.4"
"20200729","09","  22.9"
"20200729","10","  24.5"
"20200729","11","  24.7"
"20200729","12","  26.3"
"20200729","13","  26.9"
"20200729","14","  27.6"
"20200729","15","  27.4"
"20200729","16","  28.0"
"20200729","17","  27.6"
"20200729","18","  26.7"
"20200729","19","  24.5"
"20200729","20","  21.0"
"20200729","21","  19.5"
"20200729","22","  17.8"
"20200729","23","  18.0"
"20200730","00","  15.3"
"20200730","01","  14.4"
"20200730","02","  13.8"
"20200730","03","  13.6"
"20200730","04","  12.2"
"20200730","05","  13.2"
"20200730","06","  17.7"
"20200730","07","  19.3"
"20200730","08","  21.9"
"20200730","09","  23.8"
"20200730","10","  26.2"
"20200730","11","  28.7"
"20200730","12","  29.6"
"20200730","13","  31.1"
"20200730","14","  31.0"
"20200730","15","  31.5"
"20200730","16","  31.9"
"20200730","17","  31.9"
"20200730","18","  30.6"
"20200730","19","  27.7"
"20200730","20","  23.5"
"20200730","21","  20.9"
"20200730","22","  20.4"
"20200730","23","  19.8"
"20200731","00","  17.2"
"20200731","01","  17.9"
"20200731","02","  16.8"
"20200731","03","  17.0"
"20200731","04","  15.5"
"20200731","05","  19.7"
"20200731","06","  19.8"
"20200731","07","  23.2"
"20200731","08","  25.6"
"20200731","09","  29.0"
"20200731","10","  30.2"
"20200731","11","  31.9"
"20200731","12","  34.2"
"20200731","13","  34.9"
"20200731","14","  -999"
"20200731","15","  -999"
"20200731","16","  -999"
"20200731","17","  -999"
"20200731","18","  35.0"
"20200731","19","  31.0"
"20200731","20","  27.0"
"20200731","21","  24.5"
"20200731","22","  23.4"
"20200731","23","  21.9"
"20200801","00","  20.9"
"20200801","01","  24.3"
"20200801","02","  21.3"
"20200801","03","  19.9"
"20200801","04","  20.2"
"20200801","05","  22.1"
"20200801","06","  26.3"
"20200801","07","  23.8"
"20200801","08","  26.6"
"20200801","09","  29.7"
"20200801","10","  30.1"
"20200801","11","  31.5"
"20200801","12","  31.6"
"20200801","13","  33.9"
"20200801","14","  33.7"
"20200801","15","  34.1"
"20200801","16","  33.5"
"20200801","17","  33.3"
"20200801","18","  31.5"
"20200801","19","  29.6"
"20200801","20","  25.5"
"20200801","21","  21.5"
"20200801","22","  21.3"
"20200801","23","  20.0"
"20200802","00","  20.3"
"20200802","01","  20.1"
"20200802","02","  20.7"
"20200802","03","  20.2"
"20200802","04","  19.4"
"20200802","05","  20.3"
"20200802","06","  19.5"
"20200802","07","  21.1"
"20200802","08","  21.4"
"20200802","09","  22.5"
"20200802","10","  22.3"
"20200802","11","  23.1"
"20200802","12","  20.2"
"20200802","13","  19.1"
"20200802","14","  20.1"
"20200802","15","  20.1"
"20200802","16","  21.1"
"20200802","17","  21.2"
"20200802","18","  20.9"
"20200802","19","  20.6"
"20200802","20","  20.1"
"20200802","21","  19.8"
"20200802","22","  18.5"
"20200802","23","  17.6"
"20200803","00","  17.6"
"20200803","01","  17.1"
"20200803","02","  16.8"
"20200803","03","  16.2"
"20200803","04","  15.5"
"20200803","05","  16.4"
"20200803","06","  17.6"
"20200803","07","  19.2"
"20200803","08","  20.1"
"20200803","09","  20.7"
"20200803","10","  21.4"
"20200803","11","  22.5"
"20200803","12","  23.3"
"20200803","13","  22.5"
"20200803","14","  18.2"
"20200803","15","  17.8"
"20200803","16","  16.0"
"20200803","17","  15.6"
"20200803","18","  16.0"
"20200803","19","  15.1"
"20200803","20","  15.2"
"20200803","21","  15.2"
"20200803","22","  15.1"
"20200803","23","  15.0"
"20200804","00","  15.1"
"20200804","01","  14.7"
"20200804","02","  14.6"
"20200804","03","  14.8"
"20200804","04","  14.6"
"20200804","05","  14.6"
"20200804","06","  14.6"
"20200804","07","  15.5"
"20200804","08","  16.3"
"20200804","09","  16.9"
"20200804","10","  18.3"
"20200804","11","  18.5"
"20200804","12","  19.7"
"20200804","13","  19.5"
"20200804","14","  21.0"
"20200804","15","  21.2"
"20200804","16","  21.9"
"20200804","17","  21.4"
"20200804","18","  21.2"
"20200804","19","  19.2"
"20200804","20","  18.2"
"20200804","21","  16.9"
"20200804","22","  13.9"
"20200804","23","  12.5"
"20200805","00","  11.8"
"20200805","01","  11.2"
"20200805","02","  11.1"
"20200805","03","  10.4"
"20200805","04","  10.5"
"20200805","05","  11.4"
"20200805","06","  12.6"
"20200805","07","  16.1"
"20200805","08","  18.0"
"20200805","09","  20.4"
"20200805","10","  21.9"
"20200805","11","  23.8"
"20200805","12","  25.3"
"20200805","13","  26.6"
"20200805","14","  26.8"
"20200805","15","  27.7"
"20200805","16","  27.5"
"20200805","17","  27.3"
"20200805","18","  26.2"
"20200805","19","  24.8"
"20200805","20","  22.9"
"20200805","21","  22.0"
"20200805","22","  18.4"
"20200805","23","  19.6"
"20200806","00","  16.1"
"20200806","01","  14.8"
"20200806","02","  13.8"
"20200806","03","  12.8"
"20200806","04","  12.9"
"20200806","05","  12.8"
"20200806","06","  16.1"
"20200806","07","  18.0"
"20200806","08","  20.1"
"20200806","09","  21.6"
"20200806","10","  23.7"
"20200806","11","  24.7"
"20200806","12","  25.9"
"20200806","13","  27.2"
"20200806","14","  28.2"
"20200806","15","  28.3"
"20200806","16","  28.4"
"20200806","17","  28.3"
"20200806","18","  28.0"
"20200806","19","  25.2"
"20200806","20","  24.3"
"20200806","21","  22.1"
"20200806","22","  22.3"
"20200806","23","  22.0"
"20200807","00","  20.1"
"20200807","01","  19.4"
"20200807","02","  17.6"
"20200807","03","  17.1"
"20200807","04","  15.6"
"20200807","05","  16.1"
"20200807","06","  19.1"
"20200807","07","  21.7"
"20200807","08","  23.3"
"20200807","09","  25.0"
"20200807","10","  26.7"
"20200807","11","  27.8"
"20200807","12","  30.0"
"20200807","13","  29.8"
"20200807","14","  -999"
"20200807","15","  -999"
"20200807","16","  -999"
"20200807","17","  31.7"
"20200807","18","  31.0"
"20200807","19","  29.0"
"20200807","20","  27.2"
"20200807","21","  26.8"
"20200807","22","  26.1"
"20200807","23","  23.6"
"20200808","00","  20.4"
"20200808","01","  20.8"
"20200808","02","  19.2"
"20200808","03","  17.9"
"20200808","04","  17.8"
"20200808","05","  17.4"
"20200808","06","  20.1"
"20200808","07","  23.5"
"20200808","08","  26.0"
"20200808","09","  27.4"
"20200808","10","  -999"
"20200808","11","  -999"
"20200808","12","  -999"
"20200808","13","  -999"
"20200808","14","  -999"
"20200808","15","  -999"
"20200808","16","  -999"
"20200808","17","  -999"
"20200808","18","  31.5"
"20200808","19","  27.6"
"20200808","20","  24.9"
"20200808","21","  24.1"
"20200808","22","  22.7"
"20200808","23","  21.5"
"20200809","00","  20.5"
"20200809","01","  19.4"
"20200809","02","  18.5"
"20200809","03","  18.3"
"20200809","04","  16.9"
"20200809","05","  17.2"
"20200809","06","  20.6"
"20200809","07","  23.6"
"20200809","08","  25.4"
"20200809","09","  27.7"
"20200809","10","  -999"
"20200809","11","  -999"
"20200809","12","  -999"
"20200809","13","  -999"
"20200809","14","  -999"
"20200809","15","  -999"
"20200809","16","  -999"
"20200809","17","  -999"
"20200809","18","  -999"
"20200809","19","  27.9"
"20200809","20","  29.0"
"20200809","21","  28.1"
"20200809","22","  23.2"
"20200809","23","  23.2"
"20200810","00","  21.0"
"20200810","01","  19.6"
"20200810","02","  18.7"
"20200810","03","  18.1"
"20200810","04","  17.7"
"20200810","05","  17.5"
"20200810","06","  20.9"
"20200810","07","  23.0"
"20200810","08","  25.1"
"20200810","09","  27.3"
"20200810","10","  -999"
"20200810","11","  -999"
"20200810","12","  -999"
"20200810","13","  -999"
"20200810","14","  -999"
"20200810","15","  -999"
"20200810","16","  -999"
"20200810","17","  -999"
"20200810","18","  30.2"
"20200810","19","  29.4"
"20200810","20","  27.8"
"20200810","21","  26.0"
"20200810","22","  25.9"
"20200810","23","  23.5"
"20200811","00","  22.5"
"20200811","01","  21.0"
"20200811","02","  21.0"
"20200811","03","  20.3"
"20200811","04","  18.7"
"20200811","05","  18.8"
"20200811","06","  23.3"
"20200811","07","  24.6"
"20200811","08","  28.6"
"20200811","09","  29.7"
"20200811","10","  30.6"
"20200811","11","  31.4"
"20200811","12","  32.8"
"20200811","13","  33.2"
"20200811","14","  33.1"
"20200811","15","  30.5"
"20200811","16","  32.6"
"20200811","17","  30.9"
"20200811","18","  28.8"
"20200811","19","  29.0"
"20200811","20","  25.3"
"20200811","21","  23.8"
"20200811","22","  22.0"
"20200811","23","  22.0"
"20200812","00","  20.6"
"20200812","01","  20.3"
"20200812","02","  19.4"
"20200812","03","  18.9"
"20200812","04","  18.6"
"20200812","05","  18.8"
"20200812","06","  22.0"
"20200812","07","  24.3"
"20200812","08","  25.9"
"20200812","09","  29.4"
"20200812","10","  30.3"
"20200812","11","  32.2"
"20200812","12","  32.0"
"20200812","13","  29.3"
"20200812","14","  31.2"
"20200812","15","  33.4"
"20200812","16","  31.0"
"20200812","17","  29.0"
"20200812","18","  28.5"
"20200812","19","  28.0"
"20200812","20","  26.2"
"20200812","21","  26.2"
"20200812","22","  24.7"
"20200812","23","  24.5"
"20200813","00","  23.4"
"20200813","01","  22.7"
"20200813","02","  22.4"
"20200813","03","  23.6"
"20200813","04","  23.6"
"20200813","05","  22.8"
"20200813","06","  24.5"
"20200813","07","  26.2"
"20200813","08","  24.9"
"20200813","09","  25.4"
"20200813","10","  27.0"
"20200813","11","  27.0"
"20200813","12","  28.4"
"20200813","13","  29.8"
"20200813","14","  30.1"
"20200813","15","  29.1"
"20200813","16","  30.5"
"20200813","17","  27.1"
"20200813","18","  26.2"
"20200813","19","  25.0"
"20200813","20","  23.1"
"20200813","21","  23.8"
"20200813","22","  21.4"
"20200813","23","  20.3"
"20200814","00","  21.0"
"20200814","01","  21.4"
"20200814","02","  21.8"
"20200814","03","  23.8"
"20200814","04","  23.4"
"20200814","05","  22.2"
"20200814","06","  20.1"
"20200814","07","  20.8"
"20200814","08","  21.7"
"20200814","09","  22.5"
"20200814","10","  22.4"
"20200814","11","  24.1"
"20200814","12","  24.3"
"20200814","13","  25.1"
"20200814","14","  26.7"
"20200814","15","  25.1"
"20200814","16","  23.0"
"20200814","17","  22.8"
"20200814","18","  23.4"
"20200814","19","  21.8"
"20200814","20","  20.2"
"20200814","21","  19.0"
"20200814","22","  18.2"
"20200814","23","  17.6"
"20200815","00","  17.6"
"20200815","01","  17.2"
"20200815","02","  17.1"
"20200815","03","  16.8"
"20200815","04","  16.6"
"20200815","05","  16.2"
"20200815","06","  18.8"
"20200815","07","  20.0"
"20200815","08","  22.5"
"20200815","09","  24.3"
"20200815","10","  26.2"
"20200815","11","  27.8"
"20200815","12","  27.4"
"20200815","13","  27.7"
"20200815","14","  29.2"
"20200815","15","  29.8"
"20200815","16","  29.0"
"20200815","17","  29.0"
"20200815","18","  27.9"
"20200815","19","  25.2"
"20200815","20","  23.1"
"20200815","21","  24.2"
"20200815","22","  20.4"
"20200815","23","  20.1"
"20200816","00","  18.6"
"20200816","01","  17.8"
"20200816","02","  17.5"
"20200816","03","  16.1"
"20200816","04","  15.5"
"20200816","05","  15.3"
"20200816","06","  18.2"
"20200816","07","  21.4"
"20200816","08","  23.5"
"20200816","09","  25.3"
"20200816","10","  27.2"
"20200816","11","  28.9"
"20200816","12","  30.3"
"20200816","13","  31.0"
"20200816","14","  31.4"
"20200816","15","  31.3"
"20200816","16","  28.4"
"20200816","17","  27.3"
"20200816","18","  26.2"
"20200816","19","  25.0"
"20200816","20","  25.4"
"20200816","21","  24.8"
"20200816","22","  24.6"
"20200816","23","  19.4"
"20200817","00","  19.0"
"20200817","01","  17.9"
"20200817","02","  18.5"
"20200817","03","  17.9"
"20200817","04","  16.9"
"20200817","05","  16.9"
"20200817","06","  18.0"
"20200817","07","  19.0"
"20200817","08","  20.2"
"20200817","09","  21.7"
"20200817","10","  23.7"
"20200817","11","  23.4"
"20200817","12","  24.6"
"20200817","13","  25.5"
"20200817","14","  26.6"
"20200817","15","  23.6"
"20200817","16","  24.6"
"20200817","17","  25.2"
"20200817","18","  24.9"
"20200817","19","  22.3"
"20200817","20","  23.3"
"20200817","21","  22.5"
"20200817","22","  20.8"
"20200817","23","  18.7"
"20200818","00","  18.5"
"20200818","01","  17.6"
"20200818","02","  16.6"
"20200818","03","  17.0"
"20200818","04","  16.1"
"20200818","05","  15.5"
"20200818","06","  18.0"
"20200818","07","  21.3"
"20200818","08","  22.3"
"20200818","09","  23.8"
"20200818","10","  25.2"
"20200818","11","  25.7"
"20200818","12","  24.9"
"20200818","13","  25.4"
"20200818","14","  25.2"
"20200818","15","  22.5"
"20200818","16","  23.2"
"20200818","17","  24.4"
"20200818","18","  23.9"
"20200818","19","  22.3"
"20200818","20","  18.8"
"20200818","21","  20.8"
"20200818","22","  18.4"
"20200818","23","  16.7"
"20200819","00","  16.7"
"20200819","01","  15.6"
"20200819","02","  15.5"
"20200819","03","  14.3"
"20200819","04","  14.4"
"20200819","05","  14.5"
"20200819","06","  16.3"
"20200819","07","  19.3"
"20200819","08","  21.8"
"20200819","09","  24.6"
"20200819","10","  24.8"
"20200819","11","  26.1"
"20200819","12","  26.9"
"20200819","13","  27.5"
"20200819","14","  27.5"
"20200819","15","  28.0"
"20200819","16","  27.8"
"20200819","17","  27.0"
"20200819","18","  25.8"
"20200819","19","  25.4"
"20200819","20","  23.0"
"20200819","21","  22.6"
"20200819","22","  24.6"
"20200819","23","  21.8"
"20200820","00","  20.9"
"20200820","01","  19.9"
"20200820","02","  19.4"
"20200820","03","  20.1"
"20200820","04","  19.6"
"20200820","05","  20.1"
"20200820","06","  19.6"
"20200820","07","  23.3"
"20200820","08","  25.3"
"20200820","09","  27.6"
"20200820","10","  29.2"
"20200820","11","  30.9"
"20200820","12","  31.4"
"20200820","13","  32.5"
"20200820","14","  33.1"
"20200820","15","  33.8"
"20200820","16","  34.3"
"20200820","17","  34.4"
"20200820","18","  33.0"
"20200820","19","  30.7"
"20200820","20","  29.1"
"20200820","21","  29.5"
"20200820","22","  23.1"
"20200820","23","  21.9"
"20200821","00","  20.7"
"20200821","01","  21.0"
"20200821","02","  19.2"
"20200821","03","  19.4"
"20200821","04","  18.4"
"20200821","05","  18.1"
"20200821","06","  21.6"
"20200821","07","  25.6"
"20200821","08","  29.2"
"20200821","09","  29.6"
"20200821","10","  31.4"
"20200821","11","  32.0"
"20200821","12","  32.3"
"20200821","13","  33.9"
"20200821","14","  33.7"
"20200821","15","  34.2"
"20200821","16","  34.0"
"20200821","17","  34.1"
"20200821","18","  31.2"
"20200821","19","  28.3"
"20200821","20","  25.4"
"20200821","21","  24.3"
"20200821","22","  23.1"
"20200821","23","  22.2"
"20200822","00","  22.6"
"20200822","01","  23.8"
"20200822","02","  23.5"
"20200822","03","  23.6"
"20200822","04","  23.1"
"20200822","05","  23.1"
"20200822","06","  21.4"
"20200822","07","  21.1"
"20200822","08","  20.9"
"20200822","09","  20.4"
"20200822","10","  20.9"
"20200822","11","  22.6"
"20200822","12","  24.7"
"20200822","13","  25.9"
"20200822","14","  25.7"
"20200822","15","  25.8"
"20200822","16","  27.1"
"20200822","17","  25.5"
"20200822","18","  24.3"
"20200822","19","  22.9"
"20200822","20","  21.7"
"20200822","21","  20.0"
"20200822","22","  19.8"
"20200822","23","  19.4"
"20200823","00","  16.6"
"20200823","01","  16.0"
"20200823","02","  16.4"
"20200823","03","  15.8"
"20200823","04","  16.7"
"20200823","05","  18.0"
"20200823","06","  19.2"
"20200823","07","  19.8"
"20200823","08","  20.2"
"20200823","09","  21.8"
"20200823","10","  22.1"
"20200823","11","  22.2"
"20200823","12","  24.1"
"20200823","13","  23.1"
"20200823","14","  23.9"
"20200823","15","  24.2"
"20200823","16","  24.1"
"20200823","17","  23.5"
"20200823","18","  22.7"
"20200823","19","  20.8"
"20200823","20","  19.0"
"20200823","21","  18.5"
"20200823","22","  19.4"
"20200823","23","  17.3"
"20200824","00","  16.2"
"20200824","01","  15.5"
"20200824","02","  15.2"
"20200824","03","  14.0"
"20200824","04","  13.7"
"20200824","05","  14.1"
"20200824","06","  15.3"
"20200824","07","  16.7"
"20200824","08","  19.5"
"20200824","09","  20.6"
"20200824","10","  22.0"
"20200824","11","  22.9"
"20200824","12","  24.2"
"20200824","13","  23.3"
"20200824","14","  23.0"
"20200824","15","  23.3"
"20200824","16","  23.6"
"20200824","17","  24.1"
"20200824","18","  21.9"
"20200824","19","  20.7"
"20200824","20","  20.1"
"20200824","21","  17.4"
"20200824","22","  18.6"
"20200824","23","  15.2"
"20200825","00","  13.2"
"20200825","01","  12.3"
"20200825","02","  11.6"
"20200825","03","  11.7"
"20200825","04","  11.0"
